sampno,sequence,d16_vehtype,veh_year,veh_make,veh_model,d16_vehfueltype,veh_make_oth,d18_how_acquired,d18_replacement,d18_year_acquired,d18_season_acquired,d18_annual_mileage,d18_mpg,d18_replace_time,d18_dispose,d18_currentuse,pevowner
3462,1,8,2005,,,1,,2,1,2005,1,5000,25,4,2,2,0
3462,2,10,1992,,,1,,2,2,1992,1,500,18,3,2,6,0
3472,1,12,2015,,,1,,1,2,2016,5,15000,34,4,1,2,0
3474,1,7,2014,,,1,,1,1,2014,5,12000,25,4,2,2,0
3474,2,10,2012,,,1,,1,2,2012,5,12000,22,4,2,2,0
3478,1,11,2011,,,4,,1,2,2011,4,5000,18,4,2,1,1
3478,2,10,1989,,,1,,3,2,2014,3,5000,20,5,-1,1,1
3478,3,2,2011,,,9,,3,2,2015,4,5000,105,2,2,2,1
3480,1,3,2004,,,1,,1,1,2004,1,7000,30,3,1,5,0
3483,1,4,2006,,,1,,3,1,2008,3,3200,16,4,3,2,0
3483,2,3,2010,,,1,,1,1,2010,2,1000,18,6,2,2,0
3485,1,12,2013,,,1,,1,1,2013,4,5400,21,4,2,2,0
3495,1,10,2017,,,1,,1,1,2008,1,8000,28,4,2,1,0
3497,1,3,2005,,,1,,3,1,2010,2,14000,20,3,2,5,0
3500,1,3,1997,,,1,,3,1,2008,3,8000,25,4,1,3,0
3505,1,3,2014,,,1,,1,2,2014,1,4000,19,3,1,2,0
3509,1,2,2015,,,2,,2,1,2015,3,12000,40,1,1,4,0
3509,2,3,2004,,,1,,3,2,2015,2,6000,17,2,2,2,0
3510,1,4,2016,,,9,,2,2,2016,4,20000,100,2,6,3,1
3513,1,2,2006,,,1,,3,1,2015,4,10000,30,2,2,4,0
3513,2,2,2003,,,1,,3,1,2012,3,10000,25,1,2,1,0
3513,3,11,1978,,,1,,3,2,2010,1,1000,15,5,-1,5,0
3518,1,8,2004,,,1,,3,1,2007,4,20000,15,3,2,2,0
3518,2,3,1997,,,1,,3,1,2001,2,1000,18,5,-1,2,0
3519,1,9,2009,,,1,,1,1,2009,1,100000,13,3,2,6,0
3532,1,5,2003,,,1,,2,2,2002,3,20000,24,2,1,1,1
3532,2,2,2015,,,9,,2,2,2014,4,24000,10,2,1,1,1
3535,1,11,2015,,,1,,1,2,2016,1,12500,15,2,7,6,0
3535,2,2,2015,,,1,,1,2,2016,3,5000,38,3,7,1,0
3535,3,11,2015,,,1,,1,2,2016,2,11000,35,3,7,5,0
3535,4,2,2015,,,1,,3,2,2016,1,5000,35,3,7,1,0
3535,5,9,2012,,,1,,1,2,2012,3,12000,30,3,7,2,0
3543,1,8,2017,,,1,,2,1,2015,2,10000,31,2,1,2,0
3543,2,1,2017,,,1,,1,1,2016,1,20000,34,2,1,6,0
3554,1,10,1998,,,1,,3,1,1999,2,10000,15,2,2,6,0
3555,1,8,2000,,,1,,3,1,2013,3,15000,18,2,1,2,0
3556,1,3,1998,,,1,,3,2,2000,1,20000,22,3,1,6,0
3556,2,2,2002,,,1,,3,2,2004,2,18000,20,3,1,6,0
3561,1,4,1995,,,1,,3,1,1998,2,15000,22,2,2,2,0
3565,1,9,2015,,,1,,1,1,2015,4,20000,21,3,1,5,0
3565,2,9,2015,,,1,,1,1,2015,4,20000,21,3,1,5,0
3567,1,8,2007,,,1,,1,1,2007,2,15000,27,3,1,3,0
3569,1,8,2002,,,1,,3,1,2015,2,15000,20,3,2,3,0
3569,2,11,2002,,,1,,3,1,2015,2,15000,20,3,2,3,0
3572,1,2,2015,,,1,,2,1,2015,4,7000,28,2,6,6,0
3576,1,9,2002,,,1,,3,2,2007,2,50000,18,2,2,2,0
3683,1,2,2004,,,2,,3,1,2009,2,14000,35,3,2,3,0
3576,2,13,2007,,,1,,3,2,2012,3,44000,21,4,2,2,0
3577,1,2,2015,,,1,,1,1,2015,4,22000,17,2,1,4,0
3577,2,2,1996,,,1,,3,1,2010,3,10000,16,1,2,4,0
3581,1,3,2014,,,2,,1,1,2014,1,10000,42,3,1,3,0
3581,2,3,2008,,,1,,3,1,2010,2,5000,20,4,1,3,0
3583,1,3,2015,,,1,,1,1,2015,4,2500,250,3,1,6,0
3585,1,4,1991,,,1,,3,1,1991,1,10000,20,2,7,6,0
3587,1,8,1999,,,1,,1,2,1998,1,3000,24,1,2,4,0
3588,1,8,2016,,,1,,1,1,2016,1,8000,120,2,3,3,0
3588,2,5,2016,,,1,,1,1,2016,1,5000,120,1,1,1,0
3588,3,2,2012,,,1,,1,1,2012,4,13000,120,2,2,1,0
3589,1,11,2017,,,1,,3,1,2016,2,12000,12,4,7,6,0
3589,2,10,2009,,,1,,1,1,2008,1,7500,15,2,7,1,0
3589,3,3,2015,,,1,,1,1,2014,1,5000,21,3,7,6,0
3590,1,9,2010,,,1,,1,2,2010,2,6500,25,3,4,6,0
3590,2,7,2015,,,1,,1,2,2015,1,6500,25,4,4,6,0
3592,1,3,2007,,,1,,1,2,2007,4,15000,18,1,4,5,0
3592,2,8,2015,,,5,,1,2,2014,4,20000,26,3,1,1,0
3593,1,8,2001,,,1,,1,1,2000,1,13000,21,3,2,3,0
3596,1,3,2017,,,5,,1,1,2016,1,12000,40,4,2,3,0
3596,2,8,2013,,,1,,1,1,2013,4,10000,25,2,2,3,0
3598,1,4,2000,,,1,,3,1,2016,1,6000,20,1,2,3,0
3600,1,3,2015,,,2,,1,1,2015,2,20000,44,1,1,4,0
3600,2,9,2016,,,1,,3,2,2016,3,4000,18,2,2,5,0
3601,1,3,2010,,,1,,1,1,2010,3,10000,20,4,1,2,0
3601,2,8,2010,,,1,,1,1,2010,3,10000,20,4,1,2,0
3601,3,4,2011,,,1,,1,1,2010,1,8000,18,4,1,2,0
3601,4,10,2010,,,1,,1,1,2010,2,15000,20,4,1,1,0
3601,5,12,2010,,,1,,1,1,2010,2,15000,20,4,1,1,0
3603,1,3,2000,,,1,,1,1,2000,2,12000,24,1,1,6,0
3606,1,2,2016,,,1,,1,1,2016,3,9000,33,4,2,2,0
3610,1,2,2011,,,2,,3,2,2013,4,8000,39,2,1,2,0
3611,1,2,2015,,,1,,2,1,2015,4,25000,30,2,1,4,0
3611,2,2,2015,,,1,,2,1,2015,4,25000,30,2,1,4,0
3611,3,2,2016,,,1,,1,2,2014,4,25000,30,2,1,4,0
3611,4,2,2016,,,1,,1,2,2014,4,25000,30,2,1,4,0
3611,5,11,2004,,,5,,1,2,2004,2,30000,20,2,1,1,0
3612,1,3,2014,,,1,,1,1,2014,5,10000,30,4,1,2,0
3612,2,13,2013,,,1,,2,1,2013,5,12000,16,1,1,1,0
3612,3,13,2014,,,1,,2,1,2014,5,7000,16,2,1,1,0
3612,4,13,2015,,,1,,2,2,2015,5,15000,16,2,1,1,0
3613,1,4,2013,,,1,,1,2,2013,1,95000,23,3,1,2,0
3613,2,1,2009,,,2,,1,1,2010,4,100000,21,2,1,5,0
3613,3,12,2012,,,2,,1,2,2012,3,95000,23,5,-1,4,0
3613,4,3,2009,,,1,,1,2,2009,1,10000,22,5,-1,2,0
3613,5,4,2011,,,1,,1,1,2012,2,60000,23,3,2,1,0
3614,1,2,2005,,,1,,1,1,2005,2,8000,22,2,2,3,0
3616,1,3,2009,,,1,,1,1,2008,1,5000,18,5,-1,6,0
3618,1,1,1970,,,1,,3,2,2016,3,0,16,4,7,1,0
3618,2,11,2007,,,1,,3,2,2007,3,13000,16,4,7,6,0
3622,1,3,2014,,,1,,2,1,2014,3,10000,27,1,1,3,0
3622,2,8,2016,,,1,,2,1,2015,1,10000,24,1,1,3,0
3626,1,3,2008,,,1,,1,1,2008,1,20000,30,2,2,6,0
3626,2,3,2010,,,1,,1,1,2010,4,6000,40,2,2,1,0
3628,1,8,2014,,,1,,2,1,2014,2,15000,30,1,1,6,0
3629,1,5,2009,,,1,,3,1,2015,2,5000,25,3,1,3,0
3630,1,3,2016,,,1,,1,1,2014,2,15000,50,1,2,3,0
3630,2,8,2014,,,1,,1,1,2014,3,15000,60,1,2,2,0
3632,1,7,2016,,,1,,3,1,2016,1,12000,24,4,1,6,0
3633,1,2,2010,,,1,,1,1,2010,5,8000,35,2,4,2,0
3633,2,2,2010,,,1,,1,1,2010,5,8000,35,2,4,2,0
3633,3,2,2012,,,1,,1,2,2012,5,8000,35,4,4,2,0
3633,4,2,2012,,,1,,1,2,2012,5,8000,35,3,4,2,0
3634,1,9,2005,,,1,,3,1,2006,4,2000,11,4,2,4,0
3634,2,8,2011,,,1,,3,2,2012,4,6000,15,1,2,6,0
3634,3,4,2014,,,1,,3,2,2016,4,8000,20,3,2,6,0
3635,1,11,2017,,,5,,1,1,2016,4,1200,35,4,4,6,0
3637,1,8,1998,,,1,,1,1,1998,1,5000,24,1,2,1,0
3639,1,12,2016,,,1,,1,1,2016,2,15000,22,3,2,5,0
3641,1,3,2009,,,1,,3,1,2010,2,9000,24,2,2,3,0
3641,2,8,2006,,,1,,3,1,2012,3,12000,19,2,2,3,0
3641,3,8,2002,,,1,,3,2,2011,2,15000,19,2,2,5,0
3642,1,13,2010,,,1,,3,2,2010,2,10000,15,3,3,2,0
3643,1,12,2005,,,1,,3,1,2007,1,6000,11,4,1,6,0
3644,1,11,2016,,,5,,1,1,2016,3,20000,14,4,1,5,0
3645,1,8,2009,,,1,,1,2,2009,4,10000,22,3,2,1,0
3645,2,11,1998,,,1,,1,2,1998,2,5000,15,1,2,1,0
3646,1,2,2007,,,1,,1,1,2007,4,70000,38,4,2,1,0
3649,1,12,2014,,,1,,1,1,2014,2,22000,24,3,1,1,0
3649,2,12,2012,,,1,,1,2,2012,2,20000,23,2,1,1,0
3649,3,12,2011,,,1,,1,1,2011,3,21000,20,3,1,1,0
3649,4,12,2009,,,1,,1,1,2010,4,20000,18,6,2,1,0
3650,1,10,2017,,,1,,1,1,2016,1,10000,25,4,1,4,0
3653,1,4,2015,,,1,,2,1,2015,2,25000,20,2,1,3,0
3653,2,4,2015,,,1,,1,1,2015,2,18000,20,2,1,3,0
3653,3,9,2014,,,1,,2,2,2014,3,30000,18,1,1,5,0
3653,4,11,2016,,,1,,2,1,2015,1,24000,18,3,1,5,0
3653,5,11,2013,,,5,,1,2,2013,5,30000,17,2,2,5,0
3656,1,4,2015,,,9,,2,1,2015,2,10000,40,2,1,3,1
3661,1,5,2017,,,1,,1,1,2014,1,12,15,1,1,1,0
3663,1,4,2007,,,1,,3,1,2011,1,12000,20,2,2,2,0
3665,1,2,2010,,,1,,3,1,2014,3,25000,25,3,2,4,0
3666,1,3,2016,,,1,,1,1,2016,2,12000,12,2,2,5,1
3666,2,2,2015,,,1,,1,1,2015,2,12000,13,2,2,3,1
3666,3,2,2015,,,5,,1,1,2014,2,14000,11,2,2,5,1
3666,4,2,2014,,,2,,1,1,2015,3,14,10,2,2,5,1
3666,5,2,2015,,,3,,1,1,2014,2,17000,9,2,2,5,1
3672,1,3,2015,,,1,,1,1,2011,1,30000,23,2,1,3,0
3672,2,3,2017,,,1,,2,1,2014,1,30000,23,3,1,3,0
3672,3,3,2015,,,1,,1,1,2011,2,30000,28,2,1,3,0
3672,4,3,2015,,,1,,2,1,2012,3,12000,24,2,6,3,0
3672,5,11,2015,,,1,,3,1,2012,2,30000,30,2,2,1,0
3673,1,3,2016,,,3,,2,1,2016,3,12000,60,2,1,4,1
3673,2,3,2014,,,1,,2,2,2013,1,8000,28,1,1,3,1
3673,3,8,2006,,,1,,3,2,2013,1,5000,26,4,3,1,1
3674,1,5,2010,,,1,,3,2,2016,4,8000,20,5,-1,3,0
3675,1,9,2004,,,1,,1,2,2004,1,10000,14,4,2,5,0
3676,1,9,2002,,,1,,3,1,2014,3,12000,20,2,2,2,0
3676,2,12,1996,,,1,,3,1,2014,2,25000,20,3,2,1,0
3678,1,4,2013,,,3,,1,1,2014,2,1000,80,2,7,2,1
3678,2,2,2012,,,2,,2,1,2016,2,12500,80,3,1,3,1
3678,3,7,2014,,,5,,1,2,2015,2,13100,90,5,-1,3,1
3678,4,10,2009,,,5,,3,1,2012,4,12000,100,3,4,3,1
3678,5,6,2013,,,3,,4,2,2013,5,15000,120,6,2,3,1
3683,2,8,2008,,,1,,3,1,2014,3,14000,16,4,2,2,0
3684,1,11,2014,,,1,,1,1,2014,1,12000,30,2,2,5,0
3684,2,6,2016,,,1,,1,1,2016,3,8000,31,2,1,5,0
3688,1,2,2003,,,1,,1,1,2003,2,8000,15,2,1,6,0
3689,1,9,2010,,,1,,3,1,2009,1,15000,14,1,1,3,0
3690,1,2,2014,,,2,,1,2,2013,4,20000,32,2,1,2,0
3690,2,2,2016,,,1,,1,1,2015,4,20000,35,2,1,2,0
3690,3,10,2015,,,1,,1,2,2014,4,25000,32,3,1,3,0
3690,4,2,2017,,,1,,1,1,2016,4,10000,34,3,1,2,0
3690,5,2,2017,,,1,,1,2,2016,1,15000,28,3,1,2,0
3693,1,13,1988,,,1,,3,2,2013,4,5000,12,1,1,1,0
3694,1,12,2007,,,1,,1,1,2007,3,6000,18,4,1,5,0
3695,1,2,1997,,,1,,3,1,2002,2,10000,26,4,7,6,0
3696,1,8,2015,,,1,,2,1,2015,4,12000,20,2,6,2,0
3696,2,7,2016,,,1,,2,1,2016,4,15000,22,2,6,2,0
3696,3,8,2015,,,1,,2,2,2015,3,15000,25,2,6,2,0
3696,4,2,2014,,,2,,2,2,2014,3,15000,45,1,6,2,0
3696,5,2,2015,,,2,,2,2,2015,3,12000,50,2,6,2,0
3697,1,3,2009,,,1,,3,2,2012,2,6000,18,2,2,2,0
3697,2,9,2016,,,4,,1,1,2016,4,10000,15,2,1,3,0
3697,3,3,2015,,,4,,2,1,2016,2,3000,18,2,6,1,0
3697,4,10,2009,,,1,,1,2,2009,1,9000,12,1,1,1,0
3699,1,4,2017,,,1,,1,1,2016,3,20000,18,2,1,3,0
3699,2,4,2016,,,1,,2,1,2016,3,20000,18,2,1,3,0
3701,1,2,2013,,,1,,1,1,2013,1,8000,25,5,-1,2,0
3701,2,2,2000,,,1,,1,1,2000,3,5000,21,4,2,2,0
3703,1,8,2010,,,1,,3,1,2016,1,15000,23,2,2,5,0
3705,1,13,2013,,,1,,1,1,2004,1,8500,14,4,2,3,0
3705,2,9,2017,,,1,,1,1,2016,1,5000,22,4,2,3,0
3711,1,3,2015,,,1,,2,1,2015,5,12000,25,2,1,5,0
3711,2,11,2009,,,1,,3,1,2014,5,12000,20,1,2,5,0
3711,3,11,2012,,,1,,1,1,2011,5,15000,20,2,1,1,0
3712,1,7,2017,,,1,,1,1,2016,4,20000,16,2,1,2,0
3712,2,8,2015,,,1,,1,1,2014,4,20000,18,2,1,2,0
3712,3,7,2013,,,1,,1,1,2013,3,20000,18,1,1,2,0
3717,1,1,2013,,,1,,1,1,2013,4,5000,34,1,1,6,0
3719,1,9,2006,,,1,,3,2,2011,3,10000,11,2,2,2,0
3719,2,12,2004,,,1,,3,2,2011,3,12000,22,2,2,2,0
3719,3,13,2007,,,1,,3,1,2010,2,24000,15,2,2,2,0
3719,4,13,2004,,,1,,3,2,2008,2,20000,14,2,2,2,0
3720,1,7,2016,,,5,,2,1,2016,4,12000,23,2,6,3,0
3720,2,4,2015,,,1,,2,1,2015,3,10000,19,2,6,3,0
3720,3,4,2008,,,1,,1,1,2008,5,10000,20,2,2,3,0
3720,4,11,2006,,,1,,1,1,2006,5,14000,16,1,2,3,0
3721,1,3,2015,,,1,,1,2,2015,2,15000,21,3,1,3,0
3722,1,2,2016,,,2,,2,2,2015,2,10000,40,1,1,6,0
3726,1,10,2001,,,1,,1,2,2001,5,12000,20,3,2,2,0
3726,2,10,2009,,,1,,3,2,2011,2,12000,20,4,2,6,0
3726,3,10,2014,,,1,,3,1,2015,2,24000,20,4,2,4,0
3726,4,8,2017,,,1,,2,2,2016,2,6000,20,2,6,6,0
3728,1,3,2013,,,3,,1,1,2013,4,30000,60,2,2,6,1
3728,2,11,2009,,,1,,3,2,2009,4,10000,17,5,-1,5,1
3730,1,12,2002,,,1,,3,2,2004,5,21000,20,2,7,3,0
3730,2,10,2006,,,1,,1,2,2006,4,10000,15,5,-1,6,0
3731,1,4,2015,,,1,,1,1,2015,2,10000,20,2,2,4,0
3731,2,11,2016,,,1,,1,1,2015,2,100000,20,2,2,1,0
3731,3,11,2015,,,1,,1,1,2015,2,10000,20,2,1,1,0
3731,4,4,2016,,,1,,1,1,2015,2,20000,20,2,1,4,0
3731,5,13,2015,,,1,,1,1,2015,3,20000,20,2,1,2,0
3737,1,2,2010,,,2,,2,1,2010,4,10000,40,4,2,6,0
3737,2,11,2008,,,4,,3,1,2011,1,10000,14,4,2,6,0
3738,1,4,2016,,,1,,2,1,2016,2,12000,22,1,1,3,0
3739,1,5,2008,,,1,,2,1,2007,4,10000,18,3,1,3,0
3739,2,7,2013,,,1,,1,1,2013,3,10000,26,4,1,2,0
3740,1,8,2013,,,1,,1,2,2013,4,35000,30,2,1,2,0
3742,1,3,1997,,,1,,1,2,1996,4,10000,22,2,1,2,0
3746,1,3,2016,,,1,,1,1,2016,3,20000,32,4,1,2,0
3746,2,3,2006,,,1,,1,1,2007,1,1500,28,4,1,5,0
3751,1,4,2010,,,1,,3,2,2010,2,25000,12,2,2,2,0
3755,1,2,2014,,,1,,1,1,2014,4,8000,35,3,1,6,0
3755,2,1,2011,,,1,,1,1,2011,2,5000,25,2,1,6,0
3756,1,3,2016,,,1,,1,1,2010,4,12500,28,3,4,1,0
3756,2,3,2013,,,1,,3,2,2014,3,25000,27,2,4,1,0
3758,1,11,2010,,,5,,1,1,2010,3,20000,14,3,1,5,0
3760,1,8,2016,,,5,,1,2,2015,3,6000,19,1,2,2,0
3760,2,8,2016,,,1,,1,1,2015,1,6000,15,1,2,2,0
3760,3,3,2013,,,1,,2,2,2013,3,6000,18,6,1,2,0
3760,4,11,2016,,,5,,1,1,2016,1,6000,15,3,2,5,0
3766,1,9,2004,,,1,,3,1,2013,4,12000,30,1,1,6,0
3768,1,8,2007,,,1,,3,2,2013,5,20000,35,1,7,6,0
3771,1,5,2001,,,1,,1,2,2000,4,5000,17,2,2,2,0
3771,2,5,1987,,,1,,1,2,1986,4,5000,17,6,2,2,0
3771,3,5,1991,,,1,,3,2,2009,4,1000,18,6,2,6,0
3773,1,2,2006,,,1,,3,2,2015,4,25200,20,1,1,3,0
3773,2,12,1999,,,1,,3,1,2007,1,20000,15,1,1,1,0
3774,1,12,2003,,,1,,1,2,2003,2,16000,22,2,1,4,0
3774,2,3,2007,,,1,,3,2,2009,4,12000,24,2,1,1,0
3776,1,9,2010,,,2,,1,2,2015,2,3000,34,1,2,1,0
3776,2,2,2015,,,1,,2,2,2014,2,4000,34,1,2,2,0
3776,3,3,2016,,,2,,1,1,2014,2,1000,24,2,2,3,0
3776,4,3,2016,,,1,,3,2,2013,2,1000,13,4,2,3,0
3778,1,2,2014,,,2,,2,1,2014,3,35000,42,1,1,6,0
3779,1,8,2006,,,2,,1,1,2007,1,20000,38,1,1,3,1
3779,2,8,2011,,,2,,1,1,2011,3,12000,35,2,1,3,1
3779,3,8,2015,,,3,,1,2,2015,3,12000,75,4,1,6,1
3779,4,8,2016,,,1,,2,2,2016,4,20000,28,5,-1,1,1
3780,1,12,2016,,,1,,1,2,2016,4,10000,15,3,1,6,0
3781,1,2,2007,,,4,,1,1,2007,3,12000,30,4,1,2,0
3787,1,3,2012,,,1,,1,1,2012,2,15000,28,4,2,3,0
3788,1,8,2012,,,1,,3,1,2015,1,8000,18,4,2,1,0
3789,1,8,2015,,,1,,1,1,2015,2,10000,26,4,1,2,0
3790,1,3,2004,,,1,,3,1,2007,3,6000,24,2,1,4,0
3795,1,3,2017,,,1,,2,1,1997,2,7000,25,2,1,2,0
3796,1,2,2017,,,1,,1,1,2016,4,11000,33,3,2,1,1
3796,2,3,2016,,,3,,1,1,2014,1,22000,32,3,2,1,1
3796,3,3,2015,,,3,,1,2,2014,4,18000,31,2,2,1,1
3796,4,3,2014,,,10,,1,1,2016,1,21000,29,2,2,4,1
3796,5,2,2014,,,1,,1,1,2014,1,18000,34,2,2,2,1
3800,1,2,2010,,,2,,3,2,2015,3,10000,47,3,1,2,0
3801,1,8,2013,,,5,,1,1,2013,2,15000,23,1,1,1,0
3809,1,8,2013,,,1,,3,1,2016,3,12000,19,4,1,5,0
3809,2,11,2005,,,1,,3,1,2009,2,20000,16,1,1,5,0
3812,1,12,2013,,,1,,2,2,2013,3,50000,15,4,1,1,0
3813,1,2,2015,,,2,,1,2,2016,4,10000,52,4,2,6,0
3813,2,2,2015,,,2,,1,2,2016,4,10000,52,4,2,6,0
3813,3,10,2003,,,1,,1,1,2004,2,5000,20,5,-1,5,0
3816,1,2,2015,,,1,,2,1,2015,3,25000,32,2,1,6,0
3817,1,2,2016,,,1,,1,1,2016,4,12000,30,4,1,2,0
3817,2,3,2007,,,1,,3,1,2010,1,15000,25,1,1,2,0
3817,3,3,2012,,,1,,3,2,2013,2,12000,25,3,1,2,0
3817,4,3,2010,,,1,,3,2,2014,4,15000,25,2,1,2,0
3817,5,3,2010,,,1,,3,2,2015,4,15000,25,3,1,2,0
3819,1,3,2014,,,2,,3,2,2016,4,18000,40,2,1,6,0
3820,1,11,2016,,,1,,1,2,2016,2,65000,18,2,7,3,0
3820,2,11,2016,,,1,,1,2,2016,2,40000,18,5,-1,3,0
3820,3,11,2015,,,1,,3,1,2015,1,90000,18,5,-1,4,0
3822,1,3,2014,,,1,,1,1,2014,5,20000,25,3,2,3,0
3822,2,3,2014,,,1,,1,1,2014,5,20000,25,3,2,3,0
3822,3,11,2013,,,1,,1,1,2013,5,20000,15,3,2,1,0
3822,4,11,2013,,,1,,1,1,2013,5,20000,15,3,2,1,0
3822,5,13,2013,,,1,,1,1,2013,5,10000,15,4,2,2,0
3827,1,7,2010,,,1,,1,1,2010,2,10000,30,2,1,3,0
3830,1,2,2014,,,2,,1,1,2013,1,10000,32,2,2,3,0
3830,2,11,2015,,,5,,1,1,2015,3,15000,21,3,2,4,0
3830,3,2,2014,,,1,,1,2,2015,2,12000,36,3,2,2,0
3830,4,3,2013,,,1,,1,2,2013,5,15000,27,2,2,2,0
3830,5,2,2015,,,1,,1,1,2015,5,15000,22,3,2,3,0
3831,1,1,2017,,,9,,2,2,2016,1,10000,88,2,6,6,1
3831,2,6,2016,,,1,,1,1,2015,3,15000,28,5,-1,5,1
3832,1,9,2010,,,1,,1,1,2010,2,12000,12,2,2,3,0
3833,1,10,1996,,,1,,3,2,2010,2,7000,18,2,2,4,0
3833,2,11,1996,,,5,,3,2,2010,3,8000,20,2,2,4,0
3833,3,11,2006,,,5,,3,2,2016,3,5000,23,4,2,3,0
3833,4,11,2004,,,1,,1,2,2004,4,15000,20,3,2,4,0
3834,1,3,2016,,,1,,1,1,2015,1,12000,50,2,1,2,0
3836,1,11,2003,,,1,,1,1,2003,1,6200,20,3,2,5,0
3838,1,1,2012,,,1,,1,1,2012,5,10000,30,4,2,2,0
3842,1,2,2009,,,1,,1,1,2009,3,12000,35,1,2,2,0
3844,1,5,2012,,,1,,3,2,2014,5,10000,20,3,2,6,0
3844,2,3,1993,,,4,,3,1,2007,5,10000,25,3,2,1,0
3846,1,1,2016,,,1,,2,1,2013,2,12000,50,1,2,1,0
3846,2,8,2013,,,2,,2,1,2013,2,10000,50,2,2,1,0
3846,3,10,2012,,,1,,2,1,2015,1,10000,35,2,2,1,0
3847,1,1,2010,,,2,,3,2,2013,3,20000,50,2,1,2,0
3847,2,10,2008,,,1,,3,1,2013,1,3000,20,3,1,5,0
3848,1,8,2006,,,1,,1,1,2006,1,12000,18,3,2,2,0
3849,1,12,2008,,,1,,2,1,2008,1,10000,22,2,1,1,0
3852,1,8,2012,,,1,,3,1,2013,2,7500,21,2,2,3,0
3855,1,4,2017,,,1,,2,1,2016,1,5000,22,2,1,3,0
3857,1,11,2011,,,5,,1,1,2011,1,11000,20,2,1,6,0
3857,2,11,2015,,,5,,1,1,2015,1,9000,20,3,1,2,0
3858,1,8,2002,,,1,,1,1,2002,4,30000,17,3,2,4,0
3859,1,2,2015,,,1,,1,1,2015,2,2,23,1,1,1,0
3859,2,3,2013,,,1,,2,1,2014,3,3535,34,2,3,2,0
3859,3,3,2014,,,1,,2,2,2015,4,34567,25,4,1,3,0
3859,4,4,2015,,,1,,3,1,2012,5,4044,7,5,-1,2,0
3859,5,2,2016,,,1,,3,1,2015,1,9000,45,6,2,2,0
3861,1,3,2010,,,1,,1,1,2010,2,10000,26,2,1,1,0
3861,2,8,2012,,,1,,1,1,2012,2,10000,29,2,1,1,0
3863,1,9,2000,,,1,,3,2,2000,2,1000,17,5,-1,6,0
3863,2,3,2015,,,1,,1,1,2015,2,2000,22,6,2,6,0
3863,3,3,1998,,,1,,3,2,2003,2,1000,19,2,5,6,0
3863,4,3,1997,,,1,,3,2,2006,2,30000,19,5,-1,6,0
3863,5,3,2013,,,1,,3,2,2015,2,20000,23,5,-1,6,0
3867,1,4,2011,,,1,,1,2,2011,4,10000,15,3,1,2,0
3870,1,12,2016,,,1,,1,2,2016,2,1200,20,3,1,1,1
3870,2,3,2015,,,1,,1,2,2015,1,10000,28,4,1,2,1
3870,3,11,2014,,,5,,3,2,2015,2,14000,22,4,2,1,1
3870,4,9,2015,,,2,,1,2,2015,1,10000,28,4,1,5,1
3870,5,2,2014,,,3,,1,2,2013,1,14000,40,4,1,2,1
3873,1,11,2016,,,5,,1,1,2016,2,45000,20,4,2,5,0
3873,2,11,2012,,,5,,3,2,2016,3,30000,18,3,2,5,0
3873,3,11,2006,,,1,,3,1,2014,3,30000,16,2,2,5,0
3873,4,11,2005,,,1,,1,1,2005,3,25000,17,2,2,3,0
3874,1,4,2001,,,1,,3,1,2002,4,5000,18,2,2,6,0
3874,2,7,2015,,,5,,1,1,2016,1,25000,29,3,1,6,0
3875,1,3,2014,,,3,,1,2,2014,4,100000,20,2,1,2,1
3876,1,7,2007,,,1,,1,1,2007,2,14000,19,1,3,2,0
3877,1,2,2006,,,1,,4,1,2006,2,12000,25,2,1,2,0
3880,1,3,2015,,,1,,2,1,2016,1,35000,28,2,1,3,0
3880,2,8,2002,,,1,,1,2,2002,4,55000,23,2,1,2,0
3881,1,2,2012,,,1,,3,2,2015,2,4000,28,3,1,1,0
3883,1,2,2014,,,2,,1,1,2014,1,18000,45,4,2,3,0
3884,1,11,1989,,,5,,3,1,2013,2,78000,20,4,2,4,0
3885,1,3,2002,,,1,,2,2,2003,3,15000,18,4,2,4,0
3888,1,3,2015,,,1,,2,1,2016,1,10000,20,2,1,3,0
3888,2,8,2017,,,2,,2,2,2016,1,10000,40,3,6,4,0
3888,3,8,2014,,,1,,3,2,2010,2,25000,15,2,2,5,0
3888,4,12,2015,,,1,,3,2,2016,3,30000,18,2,1,1,0
3888,5,13,2011,,,1,,3,1,2013,2,40000,20,2,2,1,0
3890,1,5,2016,,,1,,1,1,2016,2,5000,20,4,1,2,0
3893,1,2,2009,,,1,,3,1,2013,1,5000,22,2,2,3,0
3895,1,3,2015,,,1,,1,2,2015,2,10000,25,2,1,2,0
3895,2,3,2015,,,1,,1,2,2015,2,10000,25,2,1,2,0
3895,3,2,2015,,,2,,1,2,2015,3,10000,50,2,1,2,0
3895,4,2,2015,,,2,,1,2,2015,3,10000,50,2,1,2,0
3895,5,2,2015,,,2,,1,2,2015,3,10000,50,2,1,2,0
3897,1,3,2014,,,1,,2,1,2014,1,5000,30,1,1,2,0
3901,1,2,2016,,,1,,1,2,2016,2,0,33,2,2,4,0
3901,2,3,2013,,,1,,3,2,2014,3,16000,25,2,1,2,0
3901,3,9,2016,,,1,,1,2,2016,2,0,20,1,1,1,0
3901,4,2,2015,,,1,,1,2,2015,1,10000,39,1,2,1,0
3901,5,3,2015,,,1,,1,2,2015,2,7000,33,1,1,1,0
