sampno,sequence,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner,age_nrel_agebin
1108,2,,1,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1109,1,,1,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1109,2,,2,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1111,1,,1,6,-1,6,1,0,1,1,2,-1,45,0,4,2,4,-1,-1,1,5
1111,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1112,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1112,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1114,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,999
1114,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1115,1,,2,6,-1,8,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1115,2,,1,6,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1116,1,,1,6,-1,8,1,0,1,1,1,-1,40,240,3,2,4,-1,-1,1,4
1117,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1117,2,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1117,3,,1,4,-1,4,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,2
1117,4,,2,3,-1,4,1,0,2,1,1,-1,5,50,5,2,4,-1,-1,0,2
1118,1,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,8
1120,1,,2,6,-1,4,1,6,5,2,-1,-1,-1,-1,-1,-1,1,1,56,0,4
1120,2,,1,6,-1,5,1,0,2,1,1,-1,20,260,5,2,4,-1,-1,0,3
1120,3,,1,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1121,1,,1,6,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,1,6
1121,2,,2,6,-1,8,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1122,1,,1,6,-1,2,1,0,1,1,1,-1,3,9,3,2,4,-1,-1,0,6
1122,2,,2,6,-1,2,1,0,2,1,1,-1,20,25,3,2,4,-1,-1,0,6
1122,3,,1,6,-1,2,4,0,2,1,5,-1,0,0,4,3,4,-1,-1,0,3
1123,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1126,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1126,2,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1126,3,,2,6,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,8
1127,1,,2,6,-1,7,1,0,1,1,1,-1,15,80,5,2,4,-1,-1,0,4
1127,2,,2,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1128,1,,1,6,-1,7,1,0,1,1,1,-1,4,250,5,2,4,-1,-1,1,6
1128,2,,2,4,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,4
1129,1,,2,8,-1,8,1,2,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1130,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1130,2,,1,6,-1,4,1,0,1,1,1,-1,4,40,5,2,4,-1,-1,0,3
1131,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1131,2,,2,6,-1,6,2,0,1,1,1,-1,4,16,2,2,4,-1,-1,1,6
1132,1,,1,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1132,2,,2,6,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1133,1,,1,2,-1,8,2,10,1,1,2,-1,11,0,5,3,4,-1,-1,1,3
1133,2,,2,2,-1,8,1,0,1,1,1,-1,5,80,5,2,4,-1,-1,1,3
1134,1,,2,6,-1,8,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0,6
1137,1,,1,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1137,2,,1,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1139,1,,1,6,-1,8,1,1,1,1,1,-1,12,140,6,2,4,-1,-1,0,4
1139,2,,2,6,-1,6,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
1141,1,,1,8,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1141,2,,2,8,-1,6,1,0,5,1,1,-1,1,70,3,2,4,-1,-1,1,6
1142,1,,1,8,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,1,1,5,1,2
1142,2,,1,8,-1,2,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1,3
1142,3,,1,8,-1,6,1,0,5,1,1,-1,50,600,6,2,4,-1,-1,1,6
1142,4,,2,8,-1,6,1,0,5,1,1,-1,50,600,6,2,4,-1,-1,1,5
1144,1,,1,6,-1,4,1,9,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1144,2,,2,6,-1,8,1,7,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1148,1,,1,7,European,8,1,2,1,1,1,-1,10,80,4,2,4,-1,-1,1,4
1148,2,,2,7,European,6,1,10,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1,3
1149,1,,1,4,-1,2,1,0,1,1,1,-1,3,60,5,2,4,-1,-1,0,5
1149,2,,2,4,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1149,3,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1149,4,,2,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1149,5,,2,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1150,1,,1,4,-1,8,1,0,5,1,1,-1,75,750,5,2,4,-1,-1,1,5
1150,2,,2,6,-1,6,1,0,1,1,1,-1,14,140,5,2,4,-1,-1,1,5
1151,1,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1151,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1152,1,,2,6,-1,8,1,0,2,1,1,-1,7,70,5,2,4,-1,-1,0,6
1152,2,,1,6,-1,8,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1152,3,,1,6,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1155,1,,2,7,"mixed: black, asian",8,1,10,1,1,1,-1,20,20,5,1,3,-1,-1,0,5
1159,1,,1,6,-1,3,1,0,1,1,1,-1,15,180,6,2,4,-1,-1,0,4
1161,1,,1,6,-1,4,1,0,2,1,1,-1,55,220,2,2,4,-1,-1,0,6
1161,2,,2,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0,6
1163,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1163,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1165,1,,1,8,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1165,2,,2,8,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1167,1,,2,6,-1,6,1,0,1,1,1,-1,8,80,5,2,4,-1,-1,0,4
1167,2,,2,6,-1,6,1,0,2,1,1,-1,5,25,4,1,4,-1,-1,0,4
1169,1,,2,6,-1,8,1,0,1,1,1,-1,7,30,4,2,4,-1,-1,1,5
1170,1,,2,4,-1,6,1,2,1,1,1,-1,16,80,5,1,1,1,16,0,5
1170,2,,1,4,-1,2,1,2,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1172,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1174,1,,1,6,-1,8,2,8,1,1,3,-1,12,0,5,1,4,-1,-1,1,6
1176,1,,1,6,-1,8,1,0,1,1,1,-1,5,60,6,2,4,-1,-1,1,5
1176,2,,2,6,-1,7,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,1,5
1176,3,,1,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,2
1177,1,,1,6,-1,6,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1177,2,,2,6,-1,7,2,0,2,1,1,-1,15,90,3,2,4,-1,-1,1,7
1179,1,,1,2,-1,8,1,0,1,1,1,-1,5,100,5,2,4,-1,-1,0,3
1179,2,,2,2,-1,6,1,0,1,1,1,-1,9,90,5,2,4,-1,-1,0,3
1180,1,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1180,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1183,1,,1,6,-1,6,1,1,1,1,1,-1,15,150,5,2,4,-1,-1,1,4
1183,2,,2,2,-1,6,4,1,1,1,5,-1,0,0,5,3,4,-1,-1,1,3
1184,1,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1184,2,,1,6,-1,6,1,0,1,1,1,-1,10,10,5,2,4,-1,-1,0,4
1185,1,,2,6,-1,5,1,0,2,1,1,-1,5,200,4,2,4,-1,-1,1,7
1185,2,,1,6,-1,3,2,0,2,1,8,Employer,0,0,2,3,4,-1,-1,1,6
1185,3,,2,6,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1187,1,,4,8,-1,4,2,1,1,1,1,-1,5,25,5,2,4,-1,-1,0,4
1188,1,,1,2,-1,6,1,0,5,1,1,-1,8,24,3,1,4,-1,-1,1,5
1188,2,,2,2,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,999
1189,1,,1,6,-1,3,1,0,1,1,1,-1,6,48,4,2,4,-1,-1,0,6
1189,2,,2,6,-1,3,1,0,1,1,1,-1,5,50,5,3,4,-1,-1,0,6
1190,1,,1,6,-1,2,1,0,1,1,1,-1,14,75,5,2,4,-1,-1,0,6
1191,1,,1,6,-1,7,1,0,1,1,1,-1,15,200,6,2,4,-1,-1,1,5
1191,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1192,1,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1193,1,,2,6,-1,5,1,0,1,1,1,-1,2,10,5,2,4,-1,-1,0,6
1193,2,,1,6,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1193,3,,1,6,-1,1,4,5,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,2
1198,1,,2,4,-1,5,1,5,2,1,1,-1,196,196,3,2,1,1,4,0,2
1198,2,,1,4,-1,2,1,4,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1198,3,,2,4,-1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1199,1,,2,6,-1,6,1,0,5,1,1,-1,20,100,5,2,4,-1,-1,0,4
1199,2,,1,6,-1,8,1,0,1,1,1,-1,25,500,5,2,4,-1,-1,0,4
1200,1,,1,6,-1,6,2,2,1,1,7,-1,10,0,5,3,4,-1,-1,1,3
1201,1,,2,2,-1,8,1,0,1,1,1,-1,16,80,5,2,4,-1,-1,0,4
1203,1,,2,4,-1,7,1,5,1,1,3,-1,20,20,3,1,4,-1,-1,0,4
1203,2,,1,4,-1,8,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0,4
1204,1,,2,6,-1,8,1,0,1,1,1,-1,2,10,5,2,4,-1,-1,0,4
1205,1,,1,6,-1,5,1,0,1,1,1,-1,29,290,5,2,4,-1,-1,1,7
1205,2,,2,6,-1,6,1,0,2,1,1,-1,29,116,2,2,4,-1,-1,1,3
1206,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1206,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1206,3,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,3
1207,1,,2,7,Mixed ethnicity,5,1,0,1,1,1,-1,3,33,5,2,4,-1,-1,1,3
1207,2,,1,7,Mixed ethnicity.,6,1,0,1,1,1,-1,4,43,5,2,4,-1,-1,1,4
1208,1,,1,6,-1,4,1,0,1,1,1,-1,34,350,5,2,4,-1,-1,0,5
1208,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
1209,1,,1,6,-1,8,1,1,1,1,1,-1,7,60,5,2,4,-1,-1,1,5
1210,1,,1,6,-1,8,1,0,2,1,1,-1,50,400,4,2,4,-1,-1,1,5
1210,2,,2,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1210,3,,1,7,White/Asian,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2
1211,1,,1,6,-1,6,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1212,1,,1,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1212,2,,2,4,-1,5,1,0,1,1,1,-1,11,55,5,2,4,-1,-1,1,6
1213,1,,1,6,-1,6,2,0,1,1,1,-1,6,12,1,2,4,-1,-1,1,5
1213,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,4
1217,1,,3,8,-1,6,1,0,1,1,1,-1,0,1,5,2,4,-1,-1,0,4
1217,2,,3,8,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,4
1218,1,,1,6,-1,7,1,0,1,1,1,-1,5,0,5,2,4,-1,-1,0,5
1218,2,,2,6,-1,6,1,8,1,1,1,-1,18,0,4,1,4,-1,-1,0,5
1219,1,,1,6,-1,5,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1219,2,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1220,1,,1,6,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,1,4
1220,2,,2,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,4
1221,1,,1,6,-1,8,1,1,1,1,2,-1,14,150,5,1,4,-1,-1,0,5
1223,1,,1,6,-1,8,1,0,5,1,1,-1,3,45,7,2,4,-1,-1,0,7
1224,1,,1,8,-1,7,1,8,1,1,3,-1,20,0,4,1,4,-1,-1,0,6
1224,2,,2,8,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1226,1,,1,4,-1,4,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0,4
1227,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1228,1,,1,2,-1,6,2,10,1,1,3,-1,30,0,5,3,4,-1,-1,0,4
1228,2,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
1229,1,,1,6,-1,8,1,0,5,1,2,-1,2,10,5,2,4,-1,-1,1,6
1229,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1230,1,,1,8,-1,4,1,10,1,1,3,-1,20,80,5,1,3,-1,-1,1,5
1230,2,,2,8,-1,2,1,0,1,1,1,-1,2,20,5,2,4,-1,-1,1,5
1230,3,,1,8,-1,1,1,0,2,1,1,-1,4,16,2,2,4,-1,-1,1,2
1231,1,,1,6,-1,6,1,0,1,1,1,-1,5,0,5,2,4,-1,-1,0,6
1231,2,,2,6,-1,6,1,0,1,1,1,-1,5,0,5,2,4,-1,-1,0,6
1231,3,,1,6,-1,1,5,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1231,4,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1232,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1232,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1233,1,,2,6,-1,4,1,0,1,1,2,-1,25,350,5,1,4,-1,-1,0,5
1233,2,,2,6,-1,8,1,0,1,1,2,-1,25,350,6,1,4,-1,-1,0,3
1233,3,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1233,4,,1,6,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,3
1234,1,,2,6,-1,8,1,1,1,1,1,-1,15,75,5,2,4,-1,-1,0,5
1234,2,,2,2,-1,8,2,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1234,3,,1,2,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1238,1,,1,6,-1,4,1,0,2,1,1,-1,1,3,1,2,4,-1,-1,1,6
1238,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1239,1,,2,6,-1,6,1,0,1,1,1,-1,35,300,5,2,4,-1,-1,1,6
1239,2,,1,6,-1,6,1,0,1,1,1,-1,35,300,5,2,4,-1,-1,1,6
1240,1,,1,6,-1,8,1,0,1,1,7,-1,2,20,5,3,4,-1,-1,0,6
1240,2,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,6
1240,3,,1,6,-1,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1240,4,,1,6,-1,1,3,0,4,-1,-1,-1,-1,-1,-1,-1,1,8,200,0,2
1241,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,999
1243,1,,1,6,-1,8,1,0,1,1,2,-1,25,200,4,2,4,-1,-1,1,5
1243,2,,2,6,-1,8,1,0,1,1,1,-1,25,400,4,2,4,-1,-1,1,5
1243,3,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,2
1245,1,,1,8,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1245,2,,2,8,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1246,1,,1,6,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,1,4
1247,1,,1,6,-1,8,1,0,1,1,1,-1,13,150,5,2,4,-1,-1,1,6
1247,2,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1248,1,,1,6,-1,6,1,0,1,1,1,-1,11,55,5,2,4,-1,-1,1,6
1248,2,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1250,1,,1,6,-1,8,1,0,1,1,1,-1,45,500,5,2,4,-1,-1,0,7
1251,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1253,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1256,1,,1,6,-1,8,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,1,5
1256,2,,2,4,-1,4,1,0,1,1,1,-1,15,150,5,2,2,1,10,1,2
1257,1,,1,2,-1,8,1,0,1,1,1,-1,12,120,5,2,4,-1,-1,1,5
1257,2,,2,2,-1,8,1,0,5,1,1,-1,25,600,6,2,4,-1,-1,1,5
1258,1,,1,2,-1,6,1,6,1,1,1,-1,25,400,6,1,4,-1,-1,1,4
1258,2,,2,2,-1,6,1,0,1,1,1,-1,25,300,6,2,4,-1,-1,1,4
1259,1,,1,6,-1,8,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0,7
1259,2,,1,6,-1,6,1,0,2,1,1,-1,5,50,3,2,4,-1,-1,0,4
1259,3,,1,6,-1,4,1,0,1,1,1,-1,7,150,5,2,4,-1,-1,0,5
1262,1,,2,6,-1,7,1,0,5,1,1,-1,1,8,4,2,4,-1,-1,1,6
1262,2,,1,6,-1,6,2,10,1,1,3,-1,20,0,5,1,4,-1,-1,1,6
1262,3,,2,6,-1,2,2,0,5,1,1,-1,1,4,2,2,2,1,4,1,2
1264,1,,1,6,-1,4,1,6,2,1,1,-1,14,84,6,3,4,-1,-1,1,7
1264,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1265,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1265,2,,2,6,-1,5,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1266,1,,1,6,-1,8,1,0,1,1,1,-1,16,150,5,2,4,-1,-1,1,3
1266,2,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1,4
1267,1,,1,7,East Indian,8,1,10,1,1,3,-1,20,0,5,3,4,-1,-1,0,5
1267,2,,2,7,East Indian,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,4
1268,1,,1,4,-1,8,2,0,2,1,7,-1,2,18,4,1,4,-1,-1,0,6
1268,2,,2,4,-1,5,1,0,1,1,1,-1,3,22,5,2,4,-1,-1,0,6
1270,1,,2,6,-1,6,1,0,5,1,1,-1,9,60,3,2,4,-1,-1,1,7
1271,1,,1,8,-1,6,1,0,2,1,2,-1,70,140,1,2,4,-1,-1,1,7
1271,2,,2,8,-1,6,1,0,1,1,2,-1,70,140,1,2,4,-1,-1,1,6
1272,1,,1,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,999
1272,2,,2,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,999
1274,1,,1,6,-1,8,1,0,5,1,1,-1,3,100,6,2,4,-1,-1,0,4
1275,1,,1,4,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,3
1275,2,,1,4,-1,4,1,0,1,1,1,-1,50,500,6,2,4,-1,-1,0,6
1275,3,,2,4,-1,4,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,5
1275,4,,1,4,-1,5,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,3
1275,5,,1,4,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1276,1,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1276,2,,2,4,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1277,1,,2,8,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1277,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1278,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1278,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1279,1,,1,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,4
1279,2,,1,4,-1,2,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1279,3,,2,4,-1,2,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1279,4,,1,4,-1,2,1,0,1,1,1,-1,3,18,6,2,4,-1,-1,0,2
1279,5,,2,4,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1280,1,,2,2,-1,6,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,1,3
1280,2,,1,6,-1,6,1,0,1,1,1,-1,40,400,5,2,4,-1,-1,1,3
1280,3,,2,6,-1,6,1,0,1,1,1,-1,10,50,5,2,4,-1,-1,1,2
1281,1,,1,6,-1,8,1,0,1,1,1,-1,22,220,5,2,4,-1,-1,0,6
1281,2,,1,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1281,3,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1284,1,,2,6,-1,5,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0,7
1284,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1286,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1286,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1288,1,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1288,2,,1,6,-1,4,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0,5
1290,1,,1,7,interracial,8,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0,5
1294,1,,2,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1294,2,,2,4,-1,4,1,7,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1296,1,,1,6,-1,8,1,0,5,1,1,-1,5,125,5,1,4,-1,-1,1,5
1296,2,,2,6,-1,6,1,0,1,1,1,-1,23,230,5,2,4,-1,-1,1,6
1297,1,,2,6,-1,8,1,0,3,1,1,-1,35,400,5,2,3,-1,-1,0,5
1297,2,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1298,1,,1,6,-1,8,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1299,1,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1300,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1300,2,,1,4,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1,5
1302,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,8
1302,2,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,4,1,8
1303,1,,1,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1305,1,,1,6,-1,2,1,0,1,1,1,-1,45,225,5,2,4,-1,-1,0,6
1305,2,,2,6,-1,2,1,0,1,1,1,-1,40,200,5,2,4,-1,-1,0,5
1307,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1308,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1308,2,,2,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1313,1,,1,6,-1,5,1,0,1,1,1,-1,4,50,5,2,4,-1,-1,1,6
