sampno,sequence,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner,age_nrel_agebin
3510,2,,1,6,-1,2,5,0,1,1,5,-1,5,0,5,3,4,-1,-1,0,2
3510,3,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3511,1,,1,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3511,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3514,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3514,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3514,3,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3515,1,,2,6,-1,6,1,0,2,1,1,-1,20,20,1,2,4,-1,-1,0,7
3516,1,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3516,2,,2,6,-1,5,1,0,1,1,1,-1,35,340,6,2,4,-1,-1,0,6
3517,1,,2,6,-1,4,3,1,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3517,2,,2,6,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3518,1,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3518,2,,2,6,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
3519,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3522,1,,2,6,-1,6,1,0,1,1,1,-1,12,0,5,2,4,-1,-1,0,6
3524,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3524,2,,2,6,-1,6,1,2,4,-1,-1,-1,-1,-1,-1,-1,2,4,6,0,6
3525,1,,2,6,-1,6,1,2,1,1,1,-1,15,150,6,2,2,1,15,0,5
3525,2,,1,4,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3525,3,,1,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3525,4,,2,4,-1,2,1,0,3,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3526,1,,2,2,-1,7,1,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3526,2,,1,2,-1,6,1,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3527,1,,1,4,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3527,2,,2,6,-1,7,1,0,1,1,1,-1,2,10,5,2,4,-1,-1,0,6
3528,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3528,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3529,1,,2,6,-1,6,1,0,1,1,1,-1,5,20,5,2,4,-1,-1,0,5
3530,1,,2,6,-1,6,1,0,2,1,1,-1,20,20,1,2,4,-1,-1,0,6
3530,2,,1,6,-1,6,1,0,1,1,1,-1,10,50,4,2,4,-1,-1,0,6
3532,1,,2,2,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3532,2,,1,2,-1,2,1,0,1,1,1,-1,13,130,5,2,4,-1,-1,0,5
3532,3,,1,2,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,1,8,25,0,2
3535,1,,1,6,-1,8,1,4,1,1,3,-1,5,0,5,3,4,-1,-1,0,5
3536,1,,1,6,-1,7,1,0,2,1,1,-1,10,30,4,2,4,-1,-1,0,6
3536,2,,1,6,-1,4,1,0,1,1,6,-1,15,150,5,2,4,-1,-1,0,5
3537,1,,1,2,-1,6,1,0,1,1,1,-1,10,10,5,2,4,-1,-1,0,5
3537,2,,2,2,-1,5,1,0,1,1,1,-1,8,80,5,2,4,-1,-1,0,5
3537,3,,1,2,-1,4,3,0,4,-1,-1,-1,-1,-1,-1,-1,1,4,5,0,2
3538,1,,1,6,-1,6,1,2,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3538,2,,2,6,-1,6,1,8,1,1,3,-1,50,8,4,1,4,-1,-1,0,4
3540,1,,2,6,-1,5,1,0,1,1,1,-1,13,130,5,2,4,-1,-1,0,6
3540,2,,2,6,-1,8,1,0,1,1,1,-1,20,260,5,2,4,-1,-1,0,6
3541,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3541,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3544,1,,2,2,-1,5,1,0,1,1,1,-1,4,40,5,2,4,-1,-1,0,4
3546,1,,2,3,-1,4,2,5,4,-1,-1,-1,-1,-1,-1,-1,1,1,15,0,2
3546,2,,2,3,-1,5,3,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3546,3,,1,3,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3548,1,,2,2,-1,6,3,1,1,2,-1,-1,-1,-1,-1,-1,2,2,60,1,3
3548,2,,1,4,-1,6,2,1,2,1,5,-1,50,30,1,2,1,2,30,1,3
3551,1,,2,6,-1,2,1,5,2,1,1,-1,5,50,5,2,4,-1,-1,0,3
3551,2,,1,6,-1,2,1,4,1,1,1,-1,45,360,4,2,4,-1,-1,0,3
3552,1,,2,3,-1,7,1,0,1,1,1,-1,12,56,3,2,1,1,22,1,3
3552,2,,2,3,-1,4,1,0,1,1,1,-1,60,600,5,3,4,-1,-1,1,6
3552,3,,2,3,-1,4,1,0,2,1,1,-1,13,100,4,2,4,-1,-1,1,3
3552,4,,1,3,-1,4,1,0,1,1,1,-1,60,600,5,2,4,-1,-1,1,6
3553,1,,1,6,-1,8,1,7,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3553,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3555,1,,2,6,-1,4,1,0,2,1,1,-1,6,30,5,2,4,-1,-1,0,6
3556,1,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3556,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3558,1,,2,6,-1,5,1,0,2,1,1,-1,3,15,5,2,4,-1,-1,0,6
3559,1,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3561,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3561,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3564,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3564,2,,1,6,-1,6,1,0,1,1,1,-1,66,60,5,2,4,-1,-1,0,3
3565,1,,1,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3565,2,,2,2,-1,6,1,0,1,1,1,-1,17,170,5,2,4,-1,-1,0,5
3565,3,,2,2,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3566,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3566,2,,1,6,-1,6,1,0,1,1,1,-1,4,40,5,2,4,-1,-1,0,3
3567,1,,2,7,Multi,5,1,0,1,1,1,-1,8,80,5,2,1,1,19,0,3
3567,2,,1,6,-1,5,1,0,1,1,1,-1,36,360,5,2,4,-1,-1,0,3
3570,1,,2,6,-1,6,1,14,1,1,1,-1,1,0,5,2,4,-1,-1,0,4
3571,1,,1,6,-1,6,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0,6
3572,1,,1,2,-1,8,1,4,1,1,1,-1,30,500,4,2,4,-1,-1,0,3
3572,2,,2,2,-1,8,1,0,1,1,1,-1,7,100,1,2,4,-1,-1,0,3
3576,1,,2,6,-1,8,1,0,2,1,1,-1,10,50,5,2,4,-1,-1,0,7
3579,1,,2,2,-1,4,2,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3579,2,,1,2,-1,8,1,1,2,1,1,-1,12,76,3,2,4,-1,-1,0,6
3580,1,,2,6,-1,1,1,0,1,1,1,-1,1,30,5,2,4,-1,-1,0,3
3580,2,,1,6,-1,2,1,0,1,1,1,-1,1,100,5,2,4,-1,-1,0,4
3581,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3581,2,,1,6,-1,6,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
3582,1,,1,5,-1,4,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,0,4
3582,2,,2,2,-1,2,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,4
3584,1,,1,6,-1,6,2,12,1,1,3,-1,6,0,5,3,4,-1,-1,0,6
3584,2,,2,6,-1,6,1,2,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3584,3,,2,4,-1,5,4,14,4,-1,-1,-1,-1,-1,-1,-1,1,3,14,0,2
3584,4,,1,4,-1,4,1,2,4,-1,-1,-1,-1,-1,-1,-1,1,1,8,0,2
3585,1,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,35,0,3
3587,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3587,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3588,1,,2,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,3,-1,-1,0,3
3590,1,,2,6,-1,5,1,0,2,1,1,-1,20,140,7,2,4,-1,-1,0,6
3591,1,,2,4,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3591,2,,2,4,-1,1,5,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3594,1,,1,4,-1,8,1,0,1,1,1,-1,50,500,5,2,4,-1,-1,0,6
3594,2,,1,4,-1,4,4,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
3596,1,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3596,2,,2,2,-1,6,1,0,5,1,1,-1,15,90,3,2,4,-1,-1,0,5
3596,3,,1,7,mixed race  asian/white,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,2
3597,1,,2,4,-1,5,1,2,4,-1,-1,-1,-1,-1,-1,-1,1,4,8,0,3
3597,2,,1,3,-1,4,1,0,1,1,1,-1,12,144,6,2,4,-1,-1,0,3
3598,1,,1,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3599,1,,2,2,-1,6,1,0,1,1,1,-1,3,15,5,2,4,-1,-1,0,4
3600,1,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3600,2,,1,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3601,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3601,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3605,1,,1,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3605,2,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3605,3,,2,6,-1,6,1,0,1,1,1,-1,15,350,5,2,1,1,20,0,3
3605,4,,1,4,-1,6,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0,3
3605,5,,1,6,-1,4,1,0,2,1,1,-1,20,300,4,2,1,1,0,0,2
3607,1,,1,6,-1,4,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0,7
3607,2,,2,6,-1,4,2,0,2,1,1,-1,5,30,3,2,4,-1,-1,0,7
3610,1,,1,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3611,1,,1,6,-1,8,1,20,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,5
3611,2,,1,6,-1,1,1,15,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
3611,3,,2,6,-1,2,2,10,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3613,1,,2,6,-1,8,2,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3615,1,,2,4,-1,3,1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,3,0,2
3615,2,,2,4,-1,2,1,1,1,1,1,-1,2,9,1,1,1,1,2,0,3
3615,3,,2,4,-1,1,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3615,4,,2,1,-1,2,1,0,1,1,1,-1,1,6,3,2,4,-1,-1,0,6
3616,1,,1,2,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
3619,1,,2,6,-1,5,1,0,2,1,1,-1,5,100,5,2,4,-1,-1,0,6
3619,2,,1,6,-1,4,1,0,1,1,1,-1,1,20,5,2,4,-1,-1,0,6
3621,1,,1,6,-1,4,1,0,1,1,1,-1,6,40,5,2,4,-1,-1,0,6
3622,1,,2,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3623,1,,1,4,-1,4,1,0,1,1,1,-1,42,420,5,2,4,-1,-1,0,3
3624,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3624,2,,2,6,-1,2,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3625,1,,1,6,-1,8,1,0,5,1,1,-1,16,64,2,2,4,-1,-1,0,7
3625,2,,2,6,-1,6,1,0,2,1,1,-1,8,64,4,2,4,-1,-1,0,7
3626,1,,2,2,-1,6,1,0,1,1,1,-1,18,180,5,2,4,-1,-1,0,3
3628,1,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3628,2,,1,6,-1,4,1,0,1,1,1,-1,70,700,5,2,4,-1,-1,0,4
3628,3,,2,6,-1,2,1,0,2,1,1,-1,3,18,3,2,4,-1,-1,0,2
3628,4,,1,6,-1,2,1,0,2,1,1,-1,5,40,4,2,4,-1,-1,0,2
3629,1,,1,4,-1,7,1,0,1,1,1,-1,29,300,5,2,4,-1,-1,0,3
3629,2,,2,4,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3630,1,,2,6,-1,5,1,0,1,1,1,-1,5,10,2,2,2,1,9,0,4
3631,1,,1,6,-1,8,2,0,1,1,5,-1,1,0,5,3,4,-1,-1,0,5
3631,2,,2,6,-1,7,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3634,1,,2,2,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3634,2,,1,2,-1,2,4,7,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
3634,3,,2,2,-1,6,1,4,1,1,1,-1,8,0,5,2,4,-1,-1,0,4
3634,4,,1,2,-1,2,1,0,2,1,1,-1,8,20,5,2,4,-1,-1,0,5
3636,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3636,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
3639,1,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3639,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3640,1,,1,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3640,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3641,1,,4,6,-1,4,1,0,2,1,1,-1,10,100,5,2,2,1,3,0,2
3641,2,,3,6,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3642,1,,2,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3642,2,,1,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3645,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
3648,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3649,1,,2,1,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3649,2,,1,1,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3649,3,,2,1,-1,8,1,0,1,1,1,-1,50,500,7,2,1,1,50,0,3
3652,1,,1,6,-1,6,1,0,1,1,1,-1,6,30,5,2,4,-1,-1,0,4
3652,2,,2,6,-1,2,1,0,1,1,1,-1,4,16,4,2,4,-1,-1,0,3
3653,1,,2,6,-1,7,1,0,1,1,1,-1,4,20,5,3,4,-1,-1,0,5
3653,2,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3655,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3655,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3658,1,,2,6,-1,8,1,0,2,1,1,-1,5,30,3,2,4,-1,-1,0,6
3663,1,,2,6,-1,6,1,0,1,1,1,-1,6,30,5,2,4,-1,-1,0,6
3664,1,,1,7,Mixed,6,1,2,1,1,1,-1,15,150,5,2,4,-1,-1,0,3
3664,2,,2,6,-1,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
3665,1,,2,4,-1,5,1,0,2,2,-1,-1,-1,-1,-1,-1,2,1,3,0,2
3665,2,,1,4,-1,6,1,0,1,1,1,-1,2,10,5,2,4,-1,-1,0,2
3666,1,,1,6,-1,6,2,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3667,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3667,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3671,1,,2,4,-1,6,1,0,2,1,1,-1,15,150,5,2,4,-1,-1,0,3
3671,2,,1,6,-1,6,1,10,1,1,3,-1,40,25,5,1,4,-1,-1,0,3
3674,1,,1,6,-1,6,3,10,2,1,3,-1,2,0,5,3,1,3,2,0,4
3675,1,,1,6,-1,2,1,0,1,1,1,-1,5,25,5,2,4,-1,-1,0,6
3675,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3677,1,,1,2,-1,8,1,0,1,1,1,-1,7,50,5,2,4,-1,-1,0,3
3678,1,,2,6,-1,5,1,0,2,1,1,-1,14,40,4,2,4,-1,-1,0,6
3678,2,,1,6,-1,7,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0,6
3681,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3683,1,,2,2,-1,8,1,0,1,1,1,-1,21,210,5,2,4,-1,-1,0,4
3683,2,,1,6,-1,4,1,0,1,1,1,-1,5,25,5,2,4,-1,-1,0,5
3684,1,,1,6,-1,8,1,4,1,1,1,-1,32,340,5,2,4,-1,-1,0,5
3684,2,,1,6,-1,4,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3686,1,,2,3,-1,6,1,0,2,1,1,-1,5,30,5,2,4,-1,-1,0,3
3686,2,,1,3,-1,2,1,20,1,1,1,-1,20,100,5,2,4,-1,-1,0,6
3689,1,,2,2,-1,6,1,0,1,1,1,-1,11,110,5,2,4,-1,-1,0,4
3689,2,,1,6,-1,5,1,0,2,1,1,-1,10,24,2,2,4,-1,-1,0,5
3691,1,,2,4,-1,6,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,4
3691,2,,1,4,-1,3,1,4,1,1,3,-1,0,0,4,1,4,-1,-1,0,4
3691,3,,2,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3692,1,,1,6,-1,6,1,0,2,1,1,-1,25,150,5,1,4,-1,-1,0,6
3692,2,,2,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3693,1,,2,2,-1,6,1,0,2,1,1,-1,20,120,3,2,4,-1,-1,0,4
3693,2,,1,4,-1,4,1,0,1,1,1,-1,40,400,5,2,4,-1,-1,0,4
3694,1,,2,6,-1,8,1,0,1,1,1,-1,2,20,5,2,4,-1,-1,0,4
3695,1,,1,5,-1,6,1,0,1,1,1,-1,22,220,5,2,4,-1,-1,0,5
3696,1,,2,6,-1,6,1,0,2,1,1,-1,5,25,5,2,4,-1,-1,0,4
3696,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3697,1,,1,6,-1,6,1,0,1,1,2,-1,25,250,5,2,4,-1,-1,0,5
3697,2,,2,4,-1,8,2,0,1,1,2,-1,25,250,5,2,4,-1,-1,0,4
3698,1,,1,2,-1,6,1,0,1,1,1,-1,24,240,5,2,4,-1,-1,0,6
3698,2,,2,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3699,1,,1,6,-1,8,3,0,1,1,2,-1,20,70,3,1,4,-1,-1,0,5
3699,2,,2,2,-1,8,2,0,1,1,2,-1,25,70,2,1,4,-1,-1,0,5
3699,3,,2,7,mixed,4,3,0,4,-1,-1,-1,-1,-1,-1,-1,1,7,60,0,2
3702,1,,2,6,-1,8,1,15,1,1,1,-1,12,125,5,2,4,-1,-1,0,5
3704,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
3704,2,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
3706,1,,2,6,-1,4,1,0,5,1,1,-1,60,360,3,2,4,-1,-1,0,4
3708,1,,1,2,-1,8,1,10,1,1,1,-1,15,150,5,2,4,-1,-1,0,3
3708,2,,1,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3711,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3711,2,,1,3,-1,4,1,6,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
3711,3,,2,3,-1,2,2,10,4,-1,-1,-1,-1,-1,-1,-1,1,5,0,0,2
3715,1,,2,2,-1,4,1,0,2,1,1,-1,15,30,1,2,4,-1,-1,0,5
3715,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3717,1,,1,6,-1,8,1,3,1,1,1,-1,40,200,5,1,4,-1,-1,1,3
3717,2,,2,6,-1,6,1,3,2,1,1,-1,60,250,5,1,4,-1,-1,1,3
3719,1,,2,5,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3719,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3721,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3722,1,,2,6,-1,6,1,0,3,1,1,-1,3,30,5,2,4,-1,-1,0,2
3722,2,,2,6,-1,6,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3722,3,,2,6,-1,8,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3722,4,,1,6,-1,7,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0,6
3724,1,,2,6,-1,6,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0,5
3725,1,,1,2,-1,6,1,1,1,1,1,-1,40,200,5,2,4,-1,-1,0,4
3726,1,,2,2,-1,6,2,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
3726,2,,1,2,-1,6,1,0,1,1,1,-1,5,30,5,1,4,-1,-1,0,3
3730,1,,2,3,-1,8,1,0,1,1,1,-1,10,100,5,2,3,-1,-1,0,4
3730,2,,2,3,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3731,1,,1,2,-1,4,1,0,5,1,1,-1,12,144,6,2,4,-1,-1,1,6
3731,2,,2,2,-1,8,1,0,1,1,1,-1,12,144,6,2,4,-1,-1,1,5
3731,3,,2,2,-1,6,1,0,1,1,1,-1,12,120,5,2,4,-1,-1,1,2
3732,1,,2,6,-1,8,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3733,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3734,1,,2,4,-1,6,1,0,2,1,1,-1,10,40,4,2,4,-1,-1,0,3
3734,2,,1,4,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3734,3,,2,4,-1,6,1,0,1,1,1,-1,15,60,5,2,4,-1,-1,0,4
3734,4,,2,4,-1,2,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3736,1,,2,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
3736,2,,1,6,-1,6,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0,3
3737,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3737,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3738,1,,1,6,-1,2,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,6
3738,2,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
3743,1,,2,6,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,6
3744,1,,2,6,-1,3,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3744,2,,1,6,-1,4,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0,7
3744,3,,2,6,-1,5,1,0,2,1,1,-1,20,100,5,2,3,-1,-1,0,2
3745,1,,2,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3745,2,,1,4,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
3746,1,,2,6,-1,6,1,0,1,1,1,-1,2,10,7,2,4,-1,-1,0,4
3746,2,,1,6,-1,1,2,3,1,1,4,-1,1,5,5,3,4,-1,-1,0,5
3746,3,,2,6,-1,4,1,9,2,1,4,-1,2,10,5,3,3,-1,-1,0,2
3746,4,,1,6,-1,1,4,8,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
3748,1,,2,6,-1,7,2,6,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,2
3748,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
3749,1,,1,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
3749,2,,2,8,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
